Index,ID,Inbox,From,Subject,Date,Page,Body Text,HTML File,Extracted Links,Extracted Codes,Scraped At
11,"e_ZwLjBQVkZQD1BQR0ZQNjZwZ2ZmxlAN==","wealifyjunior@yopmail.com","Payout confirmation Paypal","Payout confirmation Paypal","Wealify <no-reply@wealify.com>",1,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): payments@paypal.com Người nhận: wealifyjunior@yopmail.com Email id: EM-0138 Thời điểm CSV: 2026-08-12 19:47  You received USD 1426.00  Paypal mass-pay for last week's invoices. Destination: your Wealify USD VA.","html/mail_011_e_ZwLjBQVkZQD1BQR0ZQNjZwZ2ZmxlAN.html","","0138; 2026; 1426","2026-08-21T07:48:00.735Z"
12,"e_ZwLjBQVkZQD1BQRlZQNjZwZ2ZmL2At==","wealifyjunior@yopmail.com","Payout confirmation Payoneer","Payout confirmation Payoneer","Wealify <no-reply@wealify.com>",1,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): payments@payoneer.com Người nhận: wealifyjunior@yopmail.com Email id: EM-0137 Thời điểm CSV: 2026-08-20 09:12  You received USD 76.50  Small Payoneer residual payout after currency adjustment. If this looks unexpected, check your Payoneer activity.","html/mail_012_e_ZwLjBQVkZQD1BQRlZQNjZwZ2ZmL2At.html","","0137; 2026","2026-08-21T07:48:01.447Z"
13,"e_ZwLjBQVkZQD1BQN4ZQNjZwZ2ZmZ2Aj==","wealifyjunior@yopmail.com","PingPong payout completed","PingPong payout completed","Wealify <no-reply@wealify.com>",1,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@pingpongx.com Người nhận: wealifyjunior@yopmail.com Email id: EM-0136 Thời điểm CSV: 2026-08-14 11:03  You received VND 11920000  PingPong finished a VND withdrawal to PINGPONG MSB. Batch PPX-20260814-1288.","html/mail_013_e_ZwLjBQVkZQD1BQN4ZQNjZwZ2ZmZ2Aj.html","","0136; 2026; 11920000; 20260814; 1288","2026-08-21T07:48:02.159Z"
14,"e_ZwLjBQVkZQD1BQN1ZQNjZwZ2ZmN4AN==","wealifyjunior@yopmail.com","Etsy deposit sent to your VA","Etsy deposit sent to your VA","Wealify <no-reply@wealify.com>",1,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): payments@etsy.com Người nhận: wealifyjunior@yopmail.com Email id: EM-0135 Thời điểm CSV: 2026-08-16 16:18  You received VND 44390000  Etsy sent your shop deposit in VND to ETSY SELLER / BIDV. Keep this email for bookkeeping.","html/mail_014_e_ZwLjBQVkZQD1BQN1ZQNjZwZ2ZmN4AN.html","","0135; 2026; 44390000","2026-08-21T07:48:02.873Z"
15,"e_ZwLjBQVkZQD1BQNlZQNjZwZ2Zwp5AD==","wealifyjunior@yopmail.com","Payout confirmation Amazon","Payout confirmation Amazon","Wealify <no-reply@wealify.com>",1,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): payments@amazon.com Người nhận: wealifyjunior@yopmail.com Email id: EM-0134 Thời điểm CSV: 2026-08-17 08:41  You received USD 2844.10  Amazon disbursed your latest US marketplace settlement to AMAZON US PAYOUT. Settlement ID 5192833.","html/mail_015_e_ZwLjBQVkZQD1BQNlZQNjZwZ2Zwp5AD.html","","0134; 2026; 2844; 5192833","2026-08-21T07:48:03.586Z"
16,"e_ZwLjBQVkZQD1BQNkZQNjZwZ2ZwH1BD==","wealifyjunior@yopmail.com","Payout confirmation Paypal","Payout confirmation Paypal","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): payments@paypal.com Người nhận: wealifyjunior@yopmail.com Email id: EM-0133 Thời điểm CSV: 2026-08-19 14:05  You received USD 598.40  Paypal completed a seller payout to PAYPAL SELLER. Transaction ID PP-9K2M64215. No action needed.","html/mail_016_e_ZwLjBQVkZQD1BQNkZQNjZwZ2ZwH1BD.html","","0133; 2026","2026-08-21T07:48:04.299Z"
17,"e_ZwLjBQVkZQD1AmH4ZQNjZwZ2ZwV2Zt==","wealifyjunior@yopmail.com","Payout confirmation Payoneer","Payout confirmation Payoneer","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): payments@payoneer.com Người nhận: wealifyjunior@yopmail.com Email id: EM-0132 Thời điểm CSV: 2026-08-18 10:22  You received USD 1726.29  Payoneer released a USD payout to your Wealify VA (MSB). Funds should appear within 1 business day. Ref PO-88217640.","html/mail_017_e_ZwLjBQVkZQD1AmH4ZQNjZwZ2ZwV2Zt.html","","0132; 2026; 1726; 88217640","2026-08-21T07:48:05.013Z"
18,"e_ZwLjBQVkZQD1AGN1ZQNjZwZmBGNkZN==","wealifyjunior@yopmail.com","Giao dịch rút tiền từ Tài kho ản ảo đã bị hủy","Giao dịch rút tiền từ Tài kho ản ảo đã bị hủy","Wealify <no-reply@wealify.com>",2,"Chào Mail Linh Junior,  Chúng tôi rất tiếc phải thông báo rằng giao dịch rút tiền từ Tài khoản ảo của bạn đã bị hủy.  Lý do thất bại: Lệnh rút quá hạn — tự động hủy do không được xử lý trong thời gian quy định.  Chi tiết giao dịch:  - Mã giao dịch: WLFJR-VA-0032 - Thời gian: 20/07/2026 08:07AM - Phương thức: Ngân hàng - Tên ngân hàng: - Tên tài khoản: - Số tài khoản: - Số tiền rút: 50,699,000 VND - Phí: 0.00% - Thực nhận: 50,699,000 VND  Vui lòng xem lại các chi tiết và thử lại quy trình rút tiền. Nếu bạn cần hỗ trợ hoặc có bất kỳ câu hỏi nào, vui lòng liên hệ với chúng tôi tại support@wealify.com.  Trân trọng,  Đội ngũ Wealify  © 2026 Wealify. Bảo lưu mọi quyền.","html/mail_018_e_ZwLjBQVkZQD1AGN1ZQNjZwZmBGNkZN.html","","0032; 2026","2026-08-21T07:48:05.729Z"
19,"e_ZwLjBQVkZQD1ZwNlZQNjZwZkZmL5At==","wealifyjunior@yopmail.com","[WEALIFY] RÚT TIỀN THÀNH CÔNG: 250 USD TỪ CARD VỀ WALLET","[WEALIFY] RÚT TIỀN THÀNH CÔNG: 250 USD TỪ CARD VỀ WALLET","Wealify <no-reply@wealify.com>",2,"Xin chào Mail Linh Junior,  Giao dịch rút tiền từ Virtual Card về Wealify Wallet của bạn đã được xử lý thành công.  Chi tiết giao dịch:  Mã giao dịch: WLFJR-CD-0211 Loại thẻ: Volcano Ads JR (0101) Số tiền rút: 250 USD Số tiền nhận về Wallet: 250 USD Thời gian: 2026-08-21 04:51:54 Trạng thái: Thành công  Số dư hiện tại:  Card (0101): 96.33 USD Wallet (USD): 2750.01 USD  Bạn có thể sử dụng số dư Wallet USD để nạp thẻ khác, chuyển đổi sang USDT, hoặc giữ lại để dùng sau.  Nếu bạn không thực hiện giao dịch này, vui lòng liên hệ ngay đội ngũ hỗ trợ Wealify:  Email: support@wealify.com Telegram: @WealifySupport  Trân trọng, Đội ngũ Wealify  Cảm ơn Quý khách đã sử dụng dịch vụ của Wealify.  © 2025 Wealify. Mọi quyền được bảo lưu.","html/mail_019_e_ZwLjBQVkZQD1ZwNlZQNjZwZkZmL5At.html","https://t.me/WealifySupport","0211; 0101; 2026; 2750; 2025","2026-08-21T07:48:06.442Z"
20,"e_ZwLjBQVkZQDmZmD0ZQNjZwR1Zwx4At==","wealifyjunior@yopmail.com","[Khẩn] Xác minh tài khoản của bạn trong 24h","[Khẩn] Xác minh tài khoản của bạn trong 24h","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): Wealify Security <no-reply@wea1ify-support.com> Email id: EM-0129 Thời điểm CSV: 2026-08-10 08:12  Bấm link xác minh nếu không tài khoản sẽ bị khoá  Yêu cầu xác minh khẩn  Tài khoản của bạn sẽ bị khoá nếu không xác minh trong 24 giờ.  Bấm vào đây để xác minh ngay","html/mail_020_e_ZwLjBQVkZQDmZmD0ZQNjZwR1Zwx4At.html","https://wea1ify-support.com/verify?ref=EM-0129","0129; 2026","2026-08-21T07:48:07.154Z"
21,"e_ZwLjBQVkZQDmZmZ5ZQNjZwR1ZwZkBD==","wealifyjunior@yopmail.com","Order confirmation - Shopee","Order confirmation - Shopee","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@shopee.com Email id: EM-0128 Thời điểm CSV: 2026-04-24 15:27  Thanks  Giao dịch thẻ  CSV id: CD-0201 Wealify order_no: WLF15-CD-0201 Thẻ: VC04 Loại: purchase Merchant: SHOPEE *ORDER Số tiền: 192.52 EUR (~207.92 USD) Trạng thái CSV: success Mô tả: Shopee","html/mail_021_e_ZwLjBQVkZQDmZmZ5ZQNjZwR1ZwZkBD.html","","0128; 2026; 0201","2026-08-21T07:48:07.868Z"
22,"e_ZwLjBQVkZQDmZmZ3ZQNjZwR1ZGx5ZN==","wealifyjunior@yopmail.com","Order confirmation - Shopee","Order confirmation - Shopee","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@shopee.com Email id: EM-0127 Thời điểm CSV: 2026-07-30 12:18  Thanks  Giao dịch thẻ  CSV id: CD-0199 Wealify order_no: WLF15-CD-0199 Thẻ: VC04 Loại: purchase Merchant: SHOPEE *ORDER Số tiền: 45.24 EUR (~48.86 USD) Trạng thái CSV: success Mô tả: Shopee","html/mail_022_e_ZwLjBQVkZQDmZmZ3ZQNjZwR1ZGx5ZN.html","","0127; 2026; 0199","2026-08-21T07:48:08.579Z"
23,"e_ZwLjBQVkZQDmZmZ1ZQNjZwR1ZGL5BN==","wealifyjunior@yopmail.com","Order confirmation - The Coffee House","Order confirmation - The Coffee House","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@the.com Email id: EM-0126 Thời điểm CSV: 2026-07-20 00:44  Thanks  Giao dịch thẻ  CSV id: CD-0197 Wealify order_no: WLF15-CD-0197 Thẻ: VC04 Loại: purchase Merchant: SQ *THE COFFEE HOUSE Số tiền: 27.99 EUR (~30.23 USD) Trạng thái CSV: success Mô tả: The Coffee House","html/mail_023_e_ZwLjBQVkZQDmZmZ1ZQNjZwR1ZGL5BN.html","","0126; 2026; 0197","2026-08-21T07:48:09.291Z"
24,"e_ZwLjBQVkZQDmZmZlZQNjZwR1ZGZ5ZD==","wealifyjunior@yopmail.com","Order confirmation - Apple","Order confirmation - Apple","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@apple.com Email id: EM-0125 Thời điểm CSV: 2026-08-11 16:33  Thanks  Giao dịch thẻ  CSV id: CD-0193 Wealify order_no: WLF15-CD-0193 Thẻ: VC04 Loại: purchase Merchant: APPLE.COM/BILL Số tiền: 53.28 EUR (~57.54 USD) Trạng thái CSV: success Mô tả: Apple","html/mail_024_e_ZwLjBQVkZQDmZmZlZQNjZwR1ZGZ5ZD.html","","0125; 2026; 0193","2026-08-21T07:48:10.004Z"
25,"e_ZwLjBQVkZQDmZmZjZQNjZwR1ZGR3Zt==","wealifyjunior@yopmail.com","Order confirmation - Grab","Order confirmation - Grab","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@grab.com Email id: EM-0124 Thời điểm CSV: 2026-03-31 22:01  Thanks  Giao dịch thẻ  CSV id: CD-0187 Wealify order_no: WLF15-CD-0187 Thẻ: VC02 Loại: purchase Merchant: GRAB* RIDE HCM Số tiền: 17.73 USD (~17.73 USD) Trạng thái CSV: success Mô tả: Grab","html/mail_025_e_ZwLjBQVkZQDmZmZjZQNjZwR1ZGR3Zt.html","","0124; 2026; 0187","2026-08-21T07:48:10.714Z"
26,"e_ZwLjBQVkZQDmZmV3ZQNjZwR1ZQt5Zj==","wealifyjunior@yopmail.com","Order confirmation - Vultr","Order confirmation - Vultr","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@vultr.com Email id: EM-0123 Thời điểm CSV: 2026-03-15 23:02  Thanks  Giao dịch thẻ  CSV id: CD-0183 Wealify order_no: WLF15-CD-0183 Thẻ: VC04 Loại: purchase Merchant: VULTR.COM* CLOUD Số tiền: 15.89 EUR (~17.16 USD) Trạng thái CSV: success Mô tả: Vultr","html/mail_026_e_ZwLjBQVkZQDmZmV3ZQNjZwR1ZQt5Zj.html","","0123; 2026; 0183","2026-08-21T07:48:11.423Z"
27,"e_ZwLjBQVkZQDmZmV1ZQNjZwR1ZQLjZj==","wealifyjunior@yopmail.com","Order confirmation - Namecheap","Order confirmation - Namecheap","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@namecheap.com Email id: EM-0122 Thời điểm CSV: 2026-04-30 15:47  Thanks  Giao dịch thẻ  CSV id: CD-0177 Wealify order_no: WLF15-CD-0177 Thẻ: VC04 Loại: purchase Merchant: NAMECHEAP* DOMAIN Số tiền: 54.74 EUR (~59.12 USD) Trạng thái CSV: success Mô tả: Namecheap","html/mail_027_e_ZwLjBQVkZQDmZmV1ZQNjZwR1ZQLjZj.html","","0122; 2026; 0177","2026-08-21T07:48:12.135Z"
28,"e_ZwLjBQVkZQDmZmVlZQNjZwR1ZQVmZt==","wealifyjunior@yopmail.com","Order confirmation - Apple","Order confirmation - Apple","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@apple.com Email id: EM-0121 Thời điểm CSV: 2026-05-26 02:02  Thanks  Giao dịch thẻ  CSV id: CD-0175 Wealify order_no: WLF15-CD-0175 Thẻ: VC02 Loại: purchase Merchant: APPLE.COM/BILL Số tiền: 64.69 USD (~64.69 USD) Trạng thái CSV: success Mô tả: Apple","html/mail_028_e_ZwLjBQVkZQDmZmVlZQNjZwR1ZQVmZt.html","","0121; 2026; 0175","2026-08-21T07:48:12.850Z"
29,"e_ZwLjBQVkZQDmZmVjZQNjZwR1ZQN0ZN==","wealifyjunior@yopmail.com","Order confirmation - Lazada","Order confirmation - Lazada","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@lazada.com Email id: EM-0120 Thời điểm CSV: 2026-03-12 12:02  Thanks  Giao dịch thẻ  CSV id: CD-0166 Wealify order_no: WLF15-CD-0166 Thẻ: VC04 Loại: purchase Merchant: LAZADA *MALL Số tiền: 15.28 EUR (~16.5 USD) Trạng thái CSV: success Mô tả: Lazada","html/mail_029_e_ZwLjBQVkZQDmZmVjZQNjZwR1ZQN0ZN.html","","0120; 2026; 0166","2026-08-21T07:48:13.563Z"
30,"e_ZwLjBQVkZQDmZmR4ZQNjZwR0BGpmBN==","wealifyjunior@yopmail.com","Order confirmation - Vultr","Order confirmation - Vultr","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@vultr.com Email id: EM-0119 Thời điểm CSV: 2026-07-27 05:03  Thanks  Giao dịch thẻ  CSV id: CD-0163 Wealify order_no: WLF15-CD-0163 Thẻ: VC02 Loại: purchase Merchant: VULTR.COM* CLOUD Số tiền: 52.98 USD (~52.98 USD) Trạng thái CSV: success Mô tả: Vultr","html/mail_030_e_ZwLjBQVkZQDmZmR4ZQNjZwR0BGpmBN.html","","0119; 2026; 0163","2026-08-21T07:48:14.277Z"
31,"e_ZwLjBQVkZQDmZmR2ZQNjZwR0BGHjBD==","wealifyjunior@yopmail.com","Order confirmation - Shopee","Order confirmation - Shopee","Wealify <no-reply@wealify.com>",3,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@shopee.com Email id: EM-0118 Thời điểm CSV: 2026-08-04 08:06  Thanks  Giao dịch thẻ  CSV id: CD-0162 Wealify order_no: WLF15-CD-0162 Thẻ: VC01 Loại: purchase Merchant: SHOPEE *ORDER Số tiền: 150.23 USD (~150.23 USD) Trạng thái CSV: success Mô tả: Shopee","html/mail_031_e_ZwLjBQVkZQDmZmR2ZQNjZwR0BGHjBD.html","","0118; 2026; 0162","2026-08-21T07:48:14.987Z"
32,"e_ZwLjBQVkZQDmZmRmZQNjZwR0BGVjBN==","wealifyjunior@yopmail.com","Order confirmation - Shopee","Order confirmation - Shopee","Wealify <no-reply@wealify.com>",3,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@shopee.com Email id: EM-0117 Thời điểm CSV: 2026-04-18 06:57  Thanks  Giao dịch thẻ  CSV id: CD-0156 Wealify order_no: WLF15-CD-0156 Thẻ: VC02 Loại: purchase Merchant: SHOPEE *ORDER Số tiền: 65.7 USD (~65.7 USD) Trạng thái CSV: success Mô tả: Shopee","html/mail_032_e_ZwLjBQVkZQDmZmRmZQNjZwR0BGVjBN.html","","0117; 2026; 0156","2026-08-21T07:48:15.698Z"
33,"e_ZwLjBQVkZQDmZmRkZQNjZwR0BQt5At==","wealifyjunior@yopmail.com","Order confirmation - Apple","Order confirmation - Apple","Wealify <no-reply@wealify.com>",3,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@apple.com Email id: EM-0116 Thời điểm CSV: 2026-04-08 11:31  Thanks  Giao dịch thẻ  CSV id: CD-0154 Wealify order_no: WLF15-CD-0154 Thẻ: VC03 Loại: purchase Merchant: APPLE.COM/BILL Số tiền: 45.51 USD (~45.51 USD) Trạng thái CSV: success Mô tả: Apple","html/mail_033_e_ZwLjBQVkZQDmZmRkZQNjZwR0BQt5At.html","","0116; 2026; 0154","2026-08-21T07:48:16.412Z"
34,"e_ZwLjBQVkZQDmZmN3ZQNjZwR0BQH4Zj==","wealifyjunior@yopmail.com","Order confirmation - Amazon","Order confirmation - Amazon","Wealify <no-reply@wealify.com>",3,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@amazon.com Email id: EM-0114 Thời điểm CSV: 2026-04-15 14:37  Thanks  Giao dịch thẻ  CSV id: CD-0151 Wealify order_no: WLF15-CD-0151 Thẻ: VC02 Loại: purchase Merchant: AMZN Mktp US*2K9 Số tiền: 32.66 USD (~32.66 USD) Trạng thái CSV: success Mô tả: Amazon","html/mail_034_e_ZwLjBQVkZQDmZmN3ZQNjZwR0BQH4Zj.html","","0114; 2026; 0151","2026-08-21T07:48:17.124Z"
35,"e_ZwLjBQVkZQDmZmN3ZQNjZwR0BQH3Zj==","wealifyjunior@yopmail.com","Order confirmation - Vultr","Order confirmation - Vultr","Wealify <no-reply@wealify.com>",3,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@vultr.com Email id: EM-0115 Thời điểm CSV: 2026-04-22 01:14  Thanks  Giao dịch thẻ  CSV id: CD-0153 Wealify order_no: WLF15-CD-0153 Thẻ: VC03 Loại: purchase Merchant: VULTR.COM* CLOUD Số tiền: 8.75 USD (~8.75 USD) Trạng thái CSV: success Mô tả: Vultr","html/mail_035_e_ZwLjBQVkZQDmZmN3ZQNjZwR0BQH3Zj.html","","0115; 2026; 0153","2026-08-21T07:48:17.835Z"
