Index,ID,Inbox,From,Subject,Date,Page,Body Text,HTML File,Extracted Links,Extracted Codes,Scraped At
11,"e_ZwLjBQVjZGRkZmRjZQNjAmH5ZQtkZN==","wealifytester@yopmail.com","Order confirmation - Shopee","Order confirmation - Shopee","Wealify <no-reply@wealify.com>",1,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@shopee.com Email id: EM-0118 Thời điểm CSV: 2026-08-04 08:06  Thanks  Giao dịch thẻ  CSV id: CD-0162 Wealify order_no: WLF15-CD-0162 Thẻ: VC01 Loại: purchase Merchant: SHOPEE *ORDER Số tiền: 150.23 USD (~150.23 USD) Trạng thái CSV: success Mô tả: Shopee","html/mail_011_e_ZwLjBQVjZGRkZmRjZQNjAmH5ZQtkZN.html","","0118; 2026; 0162","2026-08-21T04:25:13.447Z"
12,"e_ZwLjBQVjZGRkZmN4ZQNjAmH5ZQZ2AD==","wealifytester@yopmail.com","Order confirmation - Shopee","Order confirmation - Shopee","Wealify <no-reply@wealify.com>",1,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@shopee.com Email id: EM-0117 Thời điểm CSV: 2026-04-18 06:57  Thanks  Giao dịch thẻ  CSV id: CD-0156 Wealify order_no: WLF15-CD-0156 Thẻ: VC02 Loại: purchase Merchant: SHOPEE *ORDER Số tiền: 65.7 USD (~65.7 USD) Trạng thái CSV: success Mô tả: Shopee","html/mail_012_e_ZwLjBQVjZGRkZmN4ZQNjAmH5ZQZ2AD.html","","0117; 2026; 0156","2026-08-21T04:25:14.157Z"
13,"e_ZwLjBQVjZGRkZmN0ZQNjAmH4BGH1Aj==","wealifytester@yopmail.com","Order confirmation - Apple","Order confirmation - Apple","Wealify <no-reply@wealify.com>",1,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@apple.com Email id: EM-0116 Thời điểm CSV: 2026-04-08 11:31  Thanks  Giao dịch thẻ  CSV id: CD-0154 Wealify order_no: WLF15-CD-0154 Thẻ: VC03 Loại: purchase Merchant: APPLE.COM/BILL Số tiền: 45.51 USD (~45.51 USD) Trạng thái CSV: success Mô tả: Apple","html/mail_013_e_ZwLjBQVjZGRkZmN0ZQNjAmH4BGH1Aj.html","","0116; 2026; 0154","2026-08-21T04:25:14.867Z"
14,"e_ZwLjBQVjZGRkZmNkZQNjAmH4BQp1Aj==","wealifytester@yopmail.com","Order confirmation - Vultr","Order confirmation - Vultr","Wealify <no-reply@wealify.com>",1,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@vultr.com Email id: EM-0115 Thời điểm CSV: 2026-04-22 01:14  Thanks  Giao dịch thẻ  CSV id: CD-0153 Wealify order_no: WLF15-CD-0153 Thẻ: VC03 Loại: purchase Merchant: VULTR.COM* CLOUD Số tiền: 8.75 USD (~8.75 USD) Trạng thái CSV: success Mô tả: Vultr","html/mail_014_e_ZwLjBQVjZGRkZmNkZQNjAmH4BQp1Aj.html","","0115; 2026; 0153","2026-08-21T04:25:15.575Z"
15,"e_ZwLjBQVjZGRkZwH5ZQNjAmH4Amx4ZD==","wealifytester@yopmail.com","Order confirmation - Amazon","Order confirmation - Amazon","Wealify <no-reply@wealify.com>",1,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@amazon.com Email id: EM-0114 Thời điểm CSV: 2026-04-15 14:37  Thanks  Giao dịch thẻ  CSV id: CD-0151 Wealify order_no: WLF15-CD-0151 Thẻ: VC02 Loại: purchase Merchant: AMZN Mktp US*2K9 Số tiền: 32.66 USD (~32.66 USD) Trạng thái CSV: success Mô tả: Amazon","html/mail_015_e_ZwLjBQVjZGRkZwH5ZQNjAmH4Amx4ZD.html","","0114; 2026; 0151","2026-08-21T04:25:16.282Z"
16,"e_ZwLjBQVjZGRkZwH2ZQNjAmH4AmZkZD==","wealifytester@yopmail.com","Order confirmation - AliExpress","Order confirmation - AliExpress","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@aliexpress.com Email id: EM-0113 Thời điểm CSV: 2026-06-23 05:41  Thanks  Giao dịch thẻ  CSV id: CD-0150 Wealify order_no: WLF15-CD-0150 Thẻ: VC02 Loại: purchase Merchant: ALIEXPRESS.COM Số tiền: 24.61 USD (~24.61 USD) Trạng thái CSV: success Mô tả: AliExpress","html/mail_016_e_ZwLjBQVjZGRkZwH2ZQNjAmH4AmZkZD.html","","0113; 2026; 0150","2026-08-21T04:25:16.989Z"
17,"e_ZwLjBQVjZGRkZwHmZQNjAmH4AwH3BD==","wealifytester@yopmail.com","Order confirmation - Booking.com","Order confirmation - Booking.com","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@booking.com.com Email id: EM-0112 Thời điểm CSV: 2026-07-01 12:51  Thanks  Giao dịch thẻ  CSV id: CD-0146 Wealify order_no: WLF15-CD-0146 Thẻ: VC01 Loại: purchase Merchant: BOOKING.COM 9931 Số tiền: 588.8 USD (~588.8 USD) Trạng thái CSV: success Mô tả: Booking.com","html/mail_017_e_ZwLjBQVjZGRkZwHmZQNjAmH4AwH3BD.html","","0112; 2026; 0146; 9931","2026-08-21T04:25:17.697Z"
18,"e_ZwLjBQVjZGRkZwR3ZQNjAmH3BGD1BN==","wealifytester@yopmail.com","Order confirmation - Shopee","Order confirmation - Shopee","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@shopee.com Email id: EM-0111 Thời điểm CSV: 2026-05-02 14:19  Thanks  Giao dịch thẻ  CSV id: CD-0141 Wealify order_no: WLF15-CD-0141 Thẻ: VC01 Loại: purchase Merchant: SHOPEE *ORDER Số tiền: 37.36 USD (~37.36 USD) Trạng thái CSV: success Mô tả: Shopee","html/mail_018_e_ZwLjBQVjZGRkZwR3ZQNjAmH3BGD1BN.html","","0111; 2026; 0141","2026-08-21T04:25:18.406Z"
19,"e_ZwLjBQVjZGRkZwR1ZQNjAmH3BGNjZj==","wealifytester@yopmail.com","Order confirmation - The Coffee House","Order confirmation - The Coffee House","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@the.com Email id: EM-0110 Thời điểm CSV: 2026-06-19 19:15  Thanks  Giao dịch thẻ  CSV id: CD-0139 Wealify order_no: WLF15-CD-0139 Thẻ: VC03 Loại: purchase Merchant: SQ *THE COFFEE HOUSE Số tiền: 30.55 USD (~30.55 USD) Trạng thái CSV: success Mô tả: The Coffee House","html/mail_019_e_ZwLjBQVjZGRkZwR1ZQNjAmH3BGNjZj.html","","0110; 2026; 0139","2026-08-21T04:25:19.113Z"
20,"e_ZwLjBQVjZGRkZwRmZQNjAmH3BQH2Zt==","wealifytester@yopmail.com","Order confirmation - The Coffee House","Order confirmation - The Coffee House","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@the.com Email id: EM-0110 Thời điểm CSV: 2026-06-19 19:15  Thanks  Giao dịch thẻ  CSV id: CD-0139 Wealify order_no: WLF15-CD-0139 Thẻ: VC03 Loại: purchase Merchant: SQ *THE COFFEE HOUSE Số tiền: 30.55 USD (~30.55 USD) Trạng thái CSV: success Mô tả: The Coffee House","html/mail_020_e_ZwLjBQVjZGRkZwRmZQNjAmH3BQH2Zt.html","","0110; 2026; 0139","2026-08-21T04:25:19.819Z"
21,"e_ZwLjBQVjZGRkZwRjZQNjAmH3BQN4Aj==","wealifytester@yopmail.com","Order confirmation - Shopee","Order confirmation - Shopee","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@shopee.com Email id: EM-0108 Thời điểm CSV: 2026-04-14 16:18  Thanks  Giao dịch thẻ  CSV id: CD-0135 Wealify order_no: WLF15-CD-0135 Thẻ: VC04 Loại: purchase Merchant: SHOPEE *ORDER Số tiền: 184.04 EUR (~198.76 USD) Trạng thái CSV: success Mô tả: Shopee","html/mail_021_e_ZwLjBQVjZGRkZwRjZQNjAmH3BQN4Aj.html","","0108; 2026; 0135","2026-08-21T04:25:20.528Z"
22,"e_ZwLjBQVjZGRkZwRjZQNjAmH3AmxlAj==","wealifytester@yopmail.com","Order confirmation - Uber","Order confirmation - Uber","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@uber.com Email id: EM-0105 Thời điểm CSV: 2026-07-28 08:52  Thanks  Giao dịch thẻ  CSV id: CD-0123 Wealify order_no: WLF15-CD-0123 Thẻ: VC01 Loại: purchase Merchant: UBER *EATS Số tiền: 27.27 USD (~27.27 USD) Trạng thái CSV: success Mô tả: Uber","html/mail_022_e_ZwLjBQVjZGRkZwRjZQNjAmH3AmxlAj.html","","0105; 2026; 0123","2026-08-21T04:25:21.237Z"
23,"e_ZwLjBQVjZGRkZwN4ZQNjAmH3AmH3BN==","wealifytester@yopmail.com","Order confirmation - Booking.com","Order confirmation - Booking.com","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@booking.com.com Email id: EM-0107 Thời điểm CSV: 2026-06-14 18:15  Thanks  Giao dịch thẻ  CSV id: CD-0128 Wealify order_no: WLF15-CD-0128 Thẻ: VC01 Loại: purchase Merchant: BOOKING.COM 9931 Số tiền: 480.85 USD (~480.85 USD) Trạng thái CSV: success Mô tả: Booking.com","html/mail_023_e_ZwLjBQVjZGRkZwN4ZQNjAmH3AmH3BN.html","","0107; 2026; 0128; 9931","2026-08-21T04:25:21.946Z"
24,"e_ZwLjBQVjZGRkZwN2ZQNjAmH3AmR4ZD==","wealifytester@yopmail.com","Order confirmation - Booking.com","Order confirmation - Booking.com","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@booking.com.com Email id: EM-0106 Thời điểm CSV: 2026-04-05 23:54  Thanks  Giao dịch thẻ  CSV id: CD-0124 Wealify order_no: WLF15-CD-0124 Thẻ: VC02 Loại: purchase Merchant: BOOKING.COM 9931 Số tiền: 70.36 USD (~70.36 USD) Trạng thái CSV: success Mô tả: Booking.com","html/mail_024_e_ZwLjBQVjZGRkZwN2ZQNjAmH3AmR4ZD.html","","0106; 2026; 0124; 9931","2026-08-21T04:25:22.655Z"
25,"e_ZwLjBQVjZGRkZwNkZQNjAmH3AwR2ZN==","wealifytester@yopmail.com","Order confirmation - Amazon","Order confirmation - Amazon","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@amazon.com Email id: EM-0104 Thời điểm CSV: 2026-08-03 02:53  Thanks  Giao dịch thẻ  CSV id: CD-0118 Wealify order_no: WLF15-CD-0118 Thẻ: VC02 Loại: purchase Merchant: AMZN Mktp US*2K9 Số tiền: 145.34 USD (~145.34 USD) Trạng thái CSV: success Mô tả: Amazon","html/mail_025_e_ZwLjBQVjZGRkZwNkZQNjAmH3AwR2ZN.html","","0104; 2026; 0118","2026-08-21T04:25:23.363Z"
26,"e_ZwLjBQVjZGRkZGH5ZQNjAmH3AGplAt==","wealifytester@yopmail.com","Order confirmation - AliExpress","Order confirmation - AliExpress","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@aliexpress.com Email id: EM-0103 Thời điểm CSV: 2026-05-16 20:37  Thanks  Giao dịch thẻ  CSV id: CD-0116 Wealify order_no: WLF15-CD-0116 Thẻ: VC01 Loại: purchase Merchant: ALIEXPRESS.COM Số tiền: 92.36 USD (~92.36 USD) Trạng thái CSV: success Mô tả: AliExpress","html/mail_026_e_ZwLjBQVjZGRkZGH5ZQNjAmH3AGplAt.html","","0103; 2026; 0116","2026-08-21T04:25:24.070Z"
27,"e_ZwLjBQVjZGRkZGH2ZQNjAmH3AGV0AN==","wealifytester@yopmail.com","Order confirmation - Uber","Order confirmation - Uber","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@uber.com Email id: EM-0102 Thời điểm CSV: 2026-04-27 13:31  Thanks  Giao dịch thẻ  CSV id: CD-0111 Wealify order_no: WLF15-CD-0111 Thẻ: VC01 Loại: purchase Merchant: UBER *EATS Số tiền: 5.61 USD (~5.61 USD) Trạng thái CSV: success Mô tả: Uber","html/mail_027_e_ZwLjBQVjZGRkZGH2ZQNjAmH3AGV0AN.html","","0102; 2026; 0111","2026-08-21T04:25:24.778Z"
28,"e_ZwLjBQVjZGRkZGHmZQNjAmH3AQHlAt==","wealifytester@yopmail.com","Order confirmation - Grab","Order confirmation - Grab","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@grab.com Email id: EM-0101 Thời điểm CSV: 2026-04-09 14:09  Thanks  Giao dịch thẻ  CSV id: CD-0110 Wealify order_no: WLF15-CD-0110 Thẻ: VC01 Loại: purchase Merchant: GRAB* RIDE HCM Số tiền: 6.54 USD (~6.54 USD) Trạng thái CSV: success Mô tả: Grab","html/mail_028_e_ZwLjBQVjZGRkZGHmZQNjAmH3AQHlAt.html","","0101; 2026; 0110","2026-08-21T04:25:25.486Z"
29,"e_ZwLjBQVjZGRkZGHjZQNjAmH3Zmx3Aj==","wealifytester@yopmail.com","Order confirmation - Apple","Order confirmation - Apple","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@apple.com Email id: EM-0100 Thời điểm CSV: 2026-07-02 19:15  Thanks  Giao dịch thẻ  CSV id: CD-0109 Wealify order_no: WLF15-CD-0109 Thẻ: VC01 Loại: purchase Merchant: APPLE.COM/BILL Số tiền: 29.25 USD (~29.25 USD) Trạng thái CSV: success Mô tả: Apple","html/mail_029_e_ZwLjBQVjZGRkZGHjZQNjAmH3Zmx3Aj.html","","0100; 2026; 0109","2026-08-21T04:25:26.195Z"
30,"e_ZwLjBQVjZGRkZGD3ZQNjAmH3ZmD2ZD==","wealifytester@yopmail.com","Order confirmation - Grab","Order confirmation - Grab","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@grab.com Email id: EM-0099 Thời điểm CSV: 2026-03-28 08:54  Thanks  Giao dịch thẻ  CSV id: CD-0108 Wealify order_no: WLF15-CD-0108 Thẻ: VC01 Loại: purchase Merchant: GRAB* RIDE HCM Số tiền: 17.29 USD (~17.29 USD) Trạng thái CSV: success Mô tả: Grab","html/mail_030_e_ZwLjBQVjZGRkZGD3ZQNjAmH3ZmD2ZD.html","","0099; 2026; 0108","2026-08-21T04:25:26.905Z"
31,"e_ZwLjBQVjZGRkZGD1ZQNjAmH3ZmNkBD==","wealifytester@yopmail.com","Order confirmation - Grab","Order confirmation - Grab","Wealify <no-reply@wealify.com>",3,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@grab.com Email id: EM-0099 Thời điểm CSV: 2026-03-28 08:54  Thanks  Giao dịch thẻ  CSV id: CD-0108 Wealify order_no: WLF15-CD-0108 Thẻ: VC01 Loại: purchase Merchant: GRAB* RIDE HCM Số tiền: 17.29 USD (~17.29 USD) Trạng thái CSV: success Mô tả: Grab","html/mail_031_e_ZwLjBQVjZGRkZGD1ZQNjAmH3ZmNkBD.html","","0099; 2026; 0108","2026-08-21T04:25:27.613Z"
32,"e_ZwLjBQVjZGRkZGN4ZQNjAmH2AGD1Aj==","wealifytester@yopmail.com","Order confirmation - Grab","Order confirmation - Grab","Wealify <no-reply@wealify.com>",3,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@grab.com Email id: EM-0097 Thời điểm CSV: 2026-06-04 22:42  Thanks  Giao dịch thẻ  CSV id: CD-0102 Wealify order_no: WLF15-CD-0102 Thẻ: VC03 Loại: purchase Merchant: GRAB* RIDE HCM Số tiền: 20.92 USD (~20.92 USD) Trạng thái CSV: success Mô tả: Grab","html/mail_032_e_ZwLjBQVjZGRkZGN4ZQNjAmH2AGD1Aj.html","","0097; 2026; 0102","2026-08-21T04:25:28.320Z"
33,"e_ZwLjBQVjZGRkZGN1ZQNjAmH2AQt2BN==","wealifytester@yopmail.com","Order confirmation - Namecheap","Order confirmation - Namecheap","Wealify <no-reply@wealify.com>",3,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@namecheap.com Email id: EM-0096 Thời điểm CSV: 2026-07-31 19:40  Thanks  Giao dịch thẻ  CSV id: CD-0100 Wealify order_no: WLF15-CD-0100 Thẻ: VC01 Loại: purchase Merchant: NAMECHEAP* DOMAIN Số tiền: 27.71 USD (~27.71 USD) Trạng thái CSV: success Mô tả: Namecheap","html/mail_033_e_ZwLjBQVjZGRkZGN1ZQNjAmH2AQt2BN.html","","0096; 2026; 0100","2026-08-21T04:25:29.029Z"
34,"e_ZwLjBQVjZGRkZGNmZQNjAmH2AQZ2BN==","wealifytester@yopmail.com","Order confirmation - Shopee","Order confirmation - Shopee","Wealify <no-reply@wealify.com>",3,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@shopee.com Email id: EM-0095 Thời điểm CSV: 2026-03-26 14:10  Thanks  Giao dịch thẻ  CSV id: CD-0099 Wealify order_no: WLF15-CD-0099 Thẻ: VC03 Loại: purchase Merchant: SHOPEE *ORDER Số tiền: 15.84 USD (~15.84 USD) Trạng thái CSV: success Mô tả: Shopee","html/mail_034_e_ZwLjBQVjZGRkZGNmZQNjAmH2AQZ2BN.html","","0095; 2026; 0099","2026-08-21T04:25:29.736Z"
35,"e_ZwLjBQVjZGRkZGNkZQNjAmH2ZmL2Aj==","wealifytester@yopmail.com","Order confirmation - Amazon","Order confirmation - Amazon","Wealify <no-reply@wealify.com>",3,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@amazon.com Email id: EM-0094 Thời điểm CSV: 2026-06-25 15:17  Thanks  Giao dịch thẻ  CSV id: CD-0093 Wealify order_no: WLF15-CD-0093 Thẻ: VC01 Loại: purchase Merchant: AMZN Mktp US*2K9 Số tiền: 66.22 USD (~66.22 USD) Trạng thái CSV: success Mô tả: Amazon","html/mail_035_e_ZwLjBQVjZGRkZGNkZQNjAmH2ZmL2Aj.html","","0094; 2026; 0093","2026-08-21T04:25:30.441Z"
