Index,ID,Inbox,From,Subject,Date,Page,Body Text,HTML File,Extracted Links,Extracted Codes,Scraped At
11,"e_ZwLjBQVkZQLlAmRjZQNjZmVjZmHlAt==","wealifytester@yopmail.com","[WEALIFY] XÁC NHẬN YÊU CẦU RÚT TIỀN","[WEALIFY] XÁC NHẬN YÊU CẦU RÚT TIỀN","Wealify <no-reply@wealify.com>",1,"Kính chào Quý khách,  Chúng tôi đã tiếp nhận yêu cầu rút tiền của Quý khách.  Dưới đây là chi tiết giao dịch:  Số tiền rút: 750 USD Phí (0.3%): 2.25 USD Số tiền nhận: 747.75 USDT Mạng: TRX Ví nhận: T9yD...uWwb Thời gian tạo: 2026-08-21 06:27:01  Yêu cầu của Quý khách đang chờ xử lý. Chúng tôi sẽ thông báo ngay khi giao dịch được duyệt.  Nếu Quý khách không thực hiện giao dịch này, vui lòng không thực hiện thêm bất kỳ hành động nào và liên hệ ngay với chúng tôi qua support@wealify.com để được hỗ trợ.  Trân trọng, Đội ngũ Wealify  Cảm ơn Quý khách đã sử dụng dịch vụ của Wealify.  © 2025 Wealify. Mọi quyền được bảo lưu.","html/mail_011_e_ZwLjBQVkZQLlAmRjZQNjZmVjZmHlAt.html","","2026; 2025","2026-08-21T13:36:40.570Z"
12,"e_ZwLjBQVkZQLlAwDlZQNjZmR5BQZjAj==","wealifytester@yopmail.com","[Wealify] XÁC NHẬN LỆNH RÚT TI ỀN","[Wealify] XÁC NHẬN LỆNH RÚT TI ỀN","Wealify <no-reply@wealify.com>",1,"Kính gửi Quý khách,  Quý khách vừa khởi tạo lệnh rút tiền từ tài khoản Wealify. Để ủy quyền giao dịch này và xác nhận đây là yêu cầu từ Quý khách, vui lòng nhập mã xác nhận dưới đây:  538882  Mã có hiệu lực trong 2 phút. Vui lòng không chia sẻ mã này với bất kỳ ai.  Nếu Quý khách không thực hiện yêu cầu rút tiền này, vui lòng không nhập mã và liên hệ ngay với chúng tôi qua support@wealify.com để được hỗ trợ.  Trân trọng,  Đội ngũ Wealify  Cảm ơn Quý khách đã sử dụng dịch vụ của Wealify.  © 2026 Wealify. Bảo lưu mọi quyền.","html/mail_012_e_ZwLjBQVkZQLlAwDlZQNjZmR5BQZjAj.html","","538882; 2026","2026-08-21T13:36:41.380Z"
13,"e_ZwLjBQVkZQLlAGR3ZQNjZmR4AGV3ZN==","wealifytester@yopmail.com","[Wealify] XÁC NHẬN LỆNH RÚT TI ỀN","[Wealify] XÁC NHẬN LỆNH RÚT TI ỀN","Wealify <no-reply@wealify.com>",1,"Kính gửi Quý khách,  Quý khách vừa khởi tạo lệnh rút tiền từ tài khoản Wealify. Để ủy quyền giao dịch này và xác nhận đây là yêu cầu từ Quý khách, vui lòng nhập mã xác nhận dưới đây:  365101  Mã có hiệu lực trong 2 phút. Vui lòng không chia sẻ mã này với bất kỳ ai.  Nếu Quý khách không thực hiện yêu cầu rút tiền này, vui lòng không nhập mã và liên hệ ngay với chúng tôi qua support@wealify.com để được hỗ trợ.  Trân trọng,  Đội ngũ Wealify  Cảm ơn Quý khách đã sử dụng dịch vụ của Wealify.  © 2026 Wealify. Bảo lưu mọi quyền.","html/mail_013_e_ZwLjBQVkZQLlAGR3ZQNjZmR4AGV3ZN.html","","365101; 2026","2026-08-21T13:36:42.192Z"
14,"e_ZwLjBQVkZQLlAGR2ZQNjZmR4AQx3At==","wealifytester@yopmail.com","[Wealify] XÁC NHẬN LỆNH RÚT TI ỀN","[Wealify] XÁC NHẬN LỆNH RÚT TI ỀN","Wealify <no-reply@wealify.com>",1,"Kính gửi Quý khách,  Quý khách vừa khởi tạo lệnh rút tiền từ tài khoản Wealify. Để ủy quyền giao dịch này và xác nhận đây là yêu cầu từ Quý khách, vui lòng nhập mã xác nhận dưới đây:  470307  Mã có hiệu lực trong 2 phút. Vui lòng không chia sẻ mã này với bất kỳ ai.  Nếu Quý khách không thực hiện yêu cầu rút tiền này, vui lòng không nhập mã và liên hệ ngay với chúng tôi qua support@wealify.com để được hỗ trợ.  Trân trọng,  Đội ngũ Wealify  Cảm ơn Quý khách đã sử dụng dịch vụ của Wealify.  © 2026 Wealify. Bảo lưu mọi quyền.","html/mail_014_e_ZwLjBQVkZQLlAGR2ZQNjZmR4AQx3At.html","","470307; 2026","2026-08-21T13:36:43.005Z"
15,"e_ZwLjBQVkZQLlZmN4ZQNjZmR2AmRkAt==","wealifytester@yopmail.com","[Wealify] XÁC NHẬN LỆNH RÚT TI ỀN","[Wealify] XÁC NHẬN LỆNH RÚT TI ỀN","Wealify <no-reply@wealify.com>",1,"Kính gửi Quý khách,  Quý khách vừa khởi tạo lệnh rút tiền từ tài khoản Wealify. Để ủy quyền giao dịch này và xác nhận đây là yêu cầu từ Quý khách, vui lòng nhập mã xác nhận dưới đây:  862356  Mã có hiệu lực trong 2 phút. Vui lòng không chia sẻ mã này với bất kỳ ai.  Nếu Quý khách không thực hiện yêu cầu rút tiền này, vui lòng không nhập mã và liên hệ ngay với chúng tôi qua support@wealify.com để được hỗ trợ.  Trân trọng,  Đội ngũ Wealify  Cảm ơn Quý khách đã sử dụng dịch vụ của Wealify.  © 2026 Wealify. Bảo lưu mọi quyền.","html/mail_015_e_ZwLjBQVkZQLlZmN4ZQNjZmR2AmRkAt.html","","862356; 2026","2026-08-21T13:36:43.814Z"
16,"e_ZwLjBQVkZQD1AmH1ZQNjZwZ2ZwNjAj==","wealifytester@yopmail.com","Your parcel is waiting at depot","Your parcel is waiting at depot","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): delivery@dhl-express-track.com Người nhận: wealifytester@yopmail.com Email id: EM-0148 Thời điểm CSV: 2026-08-10 22:51  Pay 2.99 USD customs to release  DHL: lô hàng đang giữ tại depot. Phí customs $2.99 để giải phóng. Đây là mail rác/nghi lừa — không có tracking Wealify.","html/mail_016_e_ZwLjBQVkZQD1AmH1ZQNjZwZ2ZwNjAj.html","","0148; 2026","2026-08-21T13:36:44.625Z"
17,"e_ZwLjBQVkZQD1AmHmZQNjZwZ2ZGtlAD==","wealifytester@yopmail.com","Canva Magic Studio — 30% off Pro","Canva Magic Studio — 30% off Pro","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): promo@canva.com Người nhận: wealifytester@yopmail.com Email id: EM-0147 Thời điểm CSV: 2026-08-11 15:09  Design ads faster this month  Canva Pro giảm 30% gói Magic Studio tháng này. Promo, không phải hóa đơn.","html/mail_017_e_ZwLjBQVkZQD1AmHmZQNjZwZ2ZGtlAD.html","","0147; 2026","2026-08-21T13:36:45.437Z"
18,"e_ZwLjBQVkZQD1AmHjZQNjZwZ2ZGD4At==","wealifytester@yopmail.com","Tặng 5GB data 5G cuối tuần","Tặng 5GB data 5G cuối tuần","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): khuyenmai@viettel.com.vn Người nhận: wealifytester@yopmail.com Email id: EM-0146 Thời điểm CSV: 2026-08-12 11:44  Soạn 5G gửi 191  Viettel: soạn 5G gửi 191 nhận 5GB data cuối tuần. Tin khuyến mãi nhà mạng.","html/mail_018_e_ZwLjBQVkZQD1AmHjZQNjZwZ2ZGD4At.html","","0146; 2026","2026-08-21T13:36:46.247Z"
19,"e_ZwLjBQVkZQD1AmD4ZQNjZwZ2ZGV1AN==","wealifytester@yopmail.com","Action required: verify withdrawal wallet","Action required: verify withdrawal wallet","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): notice@binance.com Người nhận: wealifytester@yopmail.com Email id: EM-0145 Thời điểm CSV: 2026-08-13 03:18  Unusual login from Singapore  Binance: đăng nhập lạ từ Singapore. Nếu không phải bạn, đổi mật khẩu. Email quảng cáo/cảnh báo — không khớp giao dịch Wealify.","html/mail_019_e_ZwLjBQVkZQD1AmD4ZQNjZwZ2ZGV1AN.html","","0145; 2026","2026-08-21T13:36:47.060Z"
20,"e_ZwLjBQVkZQD1AmD1ZQNjZwZ2ZQx5AN==","wealifytester@yopmail.com","Your LinkedIn Premium is reserved","Your LinkedIn Premium is reserved","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): messages-noreply@linkedin.com Người nhận: wealifytester@yopmail.com Email id: EM-0144 Thời điểm CSV: 2026-08-14 06:55  1 month Premium on us  LinkedIn giữ chỗ Premium 1 tháng. Không trừ thẻ trừ khi bạn bật tự gia hạn.","html/mail_020_e_ZwLjBQVkZQD1AmD1ZQNjZwZ2ZQx5AN.html","","0144; 2026","2026-08-21T13:36:47.869Z"
21,"e_ZwLjBQVkZQD1AmDmZQNjZwZ2ZQpmBD==","wealifytester@yopmail.com","Lazada birthday voucher 9.9","Lazada birthday voucher 9.9","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): hello@lazada.vn Người nhận: wealifytester@yopmail.com Email id: EM-0143 Thời điểm CSV: 2026-08-15 20:22  Mã giảm 111K đơn từ 399K  Lazada tặng voucher sinh nhật 111K cho đơn từ 399K. Áp dụng 9.9. Không phải xác nhận đơn hàng.","html/mail_021_e_ZwLjBQVkZQD1AmDmZQNjZwZ2ZQpmBD.html","","0143; 2026","2026-08-21T13:36:48.679Z"
22,"e_ZwLjBQVkZQD1AmDkZQNjZwZ2ZQHmAj==","wealifytester@yopmail.com","GrabUnlimited free 14 days","GrabUnlimited free 14 days","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): promo@grab.com Người nhận: wealifytester@yopmail.com Email id: EM-0142 Thời điểm CSV: 2026-08-16 08:05  Ride & food voucher inside  GrabUnlimited dùng thử 14 ngày: 8 chuyến giảm + voucher đồ ăn 50K. Hủy bất cứ lúc nào.","html/mail_022_e_ZwLjBQVkZQD1AmDkZQNjZwZ2ZQHmAj.html","","0142; 2026","2026-08-21T13:36:49.488Z"
23,"e_ZwLjBQVkZQD1AmZ4ZQNjZwZ2ZQRlAj==","wealifytester@yopmail.com","Boost TikTok Shop listings this week","Boost TikTok Shop listings this week","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@tiktok.com Người nhận: wealifytester@yopmail.com Email id: EM-0141 Thời điểm CSV: 2026-08-17 12:40  Extra 20% ads coupon for sellers  TikTok Shop: coupon +20% ads cho seller. Dùng trước cuối tuần để boost listing.","html/mail_023_e_ZwLjBQVkZQD1AmZ4ZQNjZwZ2ZQRlAj.html","","0141; 2026","2026-08-21T13:36:50.300Z"
24,"e_ZwLjBQVkZQD1AmZ2ZQNjZwZ1BGxlBD==","wealifytester@yopmail.com","$50 Facebook Ads credit waiting","$50 Facebook Ads credit waiting","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): ads@facebookmail.com Người nhận: wealifytester@yopmail.com Email id: EM-0140 Thời điểm CSV: 2026-08-18 21:15  Claim your ads credit before 25 Aug  Facebook Ads Manager: bạn còn $50 credit chưa dùng, hết hạn 25/08. Quảng cáo — không phải biên lai chi tiêu.","html/mail_024_e_ZwLjBQVkZQD1AmZ2ZQNjZwZ1BGxlBD.html","","0140; 2026","2026-08-21T13:36:51.110Z"
25,"e_ZwLjBQVkZQD1AmZ0ZQNjZwZ1BGL3BD==","wealifytester@yopmail.com","Shopee 9.9 Mega Sale — đến 90%","Shopee 9.9 Mega Sale — đến 90%","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): deal@shopee.vn Người nhận: wealifytester@yopmail.com Email id: EM-0139 Thời điểm CSV: 2026-08-19 07:30  Voucher 500K hết hạn tonight  Shopee 9.9: voucher 500.000đ + freeship. Chỉ còn hôm nay. Bấm app Shopee để lấy mã. Không gắn giao dịch Wealify.","html/mail_025_e_ZwLjBQVkZQD1AmZ0ZQNjZwZ1BGL3BD.html","","0139; 2026","2026-08-21T13:36:51.921Z"
26,"e_ZwLjBQVkZQD1AmZkZQNjZwZ1BGZ2Zj==","wealifytester@yopmail.com","Payout confirmation Paypal","Payout confirmation Paypal","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): payments@paypal.com Người nhận: wealifytester@yopmail.com Email id: EM-0138 Thời điểm CSV: 2026-08-12 19:47  You received USD 1550.00  Paypal mass-pay for last week's invoices. Destination: your Wealify USD VA.","html/mail_026_e_ZwLjBQVkZQD1AmZkZQNjZwZ1BGZ2Zj.html","","0138; 2026; 1550","2026-08-21T13:36:52.730Z"
27,"e_ZwLjBQVkZQD1AmV5ZQNjZwZ1BGRmZj==","wealifytester@yopmail.com","Payout confirmation Payoneer","Payout confirmation Payoneer","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): payments@payoneer.com Người nhận: wealifytester@yopmail.com Email id: EM-0137 Thời điểm CSV: 2026-08-20 09:12  You received USD 89.20  Small Payoneer residual payout after currency adjustment. If this looks unexpected, check your Payoneer activity.","html/mail_027_e_ZwLjBQVkZQD1AmV5ZQNjZwZ1BGRmZj.html","","0137; 2026","2026-08-21T13:36:53.538Z"
28,"e_ZwLjBQVkZQD1AmV4ZQNjZwZ1BGNmBD==","wealifytester@yopmail.com","PingPong payout completed","PingPong payout completed","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): noreply@pingpongx.com Người nhận: wealifytester@yopmail.com Email id: EM-0136 Thời điểm CSV: 2026-08-14 11:03  You received VND 12880000  PingPong finished a VND withdrawal to PINGPONG MSB. Batch PPX-20260814-1288.","html/mail_028_e_ZwLjBQVkZQD1AmV4ZQNjZwZ1BGNmBD.html","","0136; 2026; 12880000; 20260814; 1288","2026-08-21T13:36:54.350Z"
29,"e_ZwLjBQVkZQD1AmV0ZQNjZwZ1BQLkAj==","wealifytester@yopmail.com","Etsy deposit sent to your VA","Etsy deposit sent to your VA","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): payments@etsy.com Người nhận: wealifytester@yopmail.com Email id: EM-0135 Thời điểm CSV: 2026-08-16 16:18  You received VND 48250000  Etsy sent your shop deposit in VND to ETSY SELLER / BIDV. Keep this email for bookkeeping.","html/mail_029_e_ZwLjBQVkZQD1AmV0ZQNjZwZ1BQLkAj.html","","0135; 2026; 48250000","2026-08-21T13:36:55.160Z"
30,"e_ZwLjBQVkZQD1AmVkZQNjZwZ1BQV4BD==","wealifytester@yopmail.com","Payout confirmation Amazon","Payout confirmation Amazon","Wealify <no-reply@wealify.com>",2,"Đây là email sandbox WLF-15 gửi từ mailbox Wealify (SMTP config).  Người gửi gốc (CSV): payments@amazon.com Người nhận: wealifytester@yopmail.com Email id: EM-0134 Thời điểm CSV: 2026-08-17 08:41  You received USD 3102.88  Amazon disbursed your latest US marketplace settlement to AMAZON US PAYOUT. Settlement ID 5192833.","html/mail_030_e_ZwLjBQVkZQD1AmVkZQNjZwZ1BQV4BD.html","","0134; 2026; 3102; 5192833","2026-08-21T13:36:55.970Z"
31,"e_ZwLjBQVkZQD1AmR5ZQNjZwZ1Amx3BD==","wealifytester@yopmail.com","Wealify","YOPmail - Mail viewer","today",3,"Complete the CAPTCHA to continue","html/mail_031_e_ZwLjBQVkZQD1AmR5ZQNjZwZ1Amx3BD.html","","","2026-08-21T13:36:56.778Z"
32,"e_ZwLjBQVkZQD1AmR2ZQNjZwZ1AmL5Aj==","wealifytester@yopmail.com","Wealify","YOPmail - Mail viewer","today",3,"Complete the CAPTCHA to continue","html/mail_032_e_ZwLjBQVkZQD1AmR2ZQNjZwZ1AmL5Aj.html","","","2026-08-21T13:36:57.584Z"
33,"e_ZwLjBQVjZGRlZQH1ZQNjAmL4AwZ5ZN==","wealifytester@yopmail.com","Wealify","YOPmail - Mail viewer","Thursday",3,"Complete the CAPTCHA to continue","html/mail_033_e_ZwLjBQVjZGRlZQH1ZQNjAmL4AwZ5ZN.html","","","2026-08-21T13:36:58.386Z"
34,"e_ZwLjBQVjZGRlZQHkZQNjAmL4AGHmAN==","wealifytester@yopmail.com","Wealify","YOPmail - Mail viewer","Thursday",3,"Complete the CAPTCHA to continue","html/mail_034_e_ZwLjBQVjZGRlZQHkZQNjAmL4AGHmAN.html","","","2026-08-21T13:36:59.189Z"
35,"e_ZwLjBQVjZGRlZQD4ZQNjAmL4AGNjBN==","wealifytester@yopmail.com","Wealify","YOPmail - Mail viewer","Thursday",3,"Complete the CAPTCHA to continue","html/mail_035_e_ZwLjBQVjZGRlZQD4ZQNjAmL4AGNjBN.html","","","2026-08-21T13:36:59.994Z"
36,"e_ZwLjBQVjZGRlZQD2ZQNjAmL4AQH4ZD==","wealifytester@yopmail.com","Wealify","YOPmail - Mail viewer","Thursday",3,"Complete the CAPTCHA to continue","html/mail_036_e_ZwLjBQVjZGRlZQD2ZQNjAmL4AQH4ZD.html","","","2026-08-21T13:37:00.798Z"
37,"e_ZwLjBQVjZGRkZmV3ZQNjAmH5ZmL0ZD==","wealifytester@yopmail.com","Wealify","YOPmail - Mail viewer","Thursday",3,"Complete the CAPTCHA to continue","html/mail_037_e_ZwLjBQVjZGRkZmV3ZQNjAmH5ZmL0ZD.html","","","2026-08-21T13:37:01.602Z"
38,"e_ZwLjBQVjZGRkZmVmZQNjAmH5ZmN5AN==","wealifytester@yopmail.com","Wealify","YOPmail - Mail viewer","Thursday",3,"Complete the CAPTCHA to continue","html/mail_038_e_ZwLjBQVjZGRkZmVmZQNjAmH5ZmN5AN.html","","","2026-08-21T13:37:02.405Z"
39,"e_ZwLjBQVjZGRkZmVjZQNjAmH5ZwH2Aj==","wealifytester@yopmail.com","Wealify","YOPmail - Mail viewer","Thursday",3,"Complete the CAPTCHA to continue","html/mail_039_e_ZwLjBQVjZGRkZmVjZQNjAmH5ZwH2Aj.html","","","2026-08-21T13:37:03.209Z"
